name,21Feb68_A01-L1_S1_Pooled_R1_001.fastq.gz,21Feb68_A02-L1_S2_Pooled_R1_001.fastq.gz,21Feb68_B01-L1_S3_Pooled_R1_001.fastq.gz,21Feb68_B02-L1_S4_Pooled_R1_001.fastq.gz,21Feb68_C01-L1_S5_Pooled_R1_001.fastq.gz,21Feb68_C02-L1_S6_Pooled_R1_001.fastq.gz,21Feb68_D01-L1_S7_Pooled_R1_001.fastq.gz,21Feb68_D02-L1_S8_Pooled_R1_001.fastq.gz,21Feb68_E01-L1_S9_Pooled_R1_001.fastq.gz,21Feb68_E02-L1_S10_Pooled_R1_001.fastq.gz,21Feb68_F01-L1_S11_Pooled_R1_001.fastq.gz,21Feb68_F02-L1_S12_Pooled_R1_001.fastq.gz,21Feb68_G01-L1_S13_Pooled_R1_001.fastq.gz,21Feb68_G02-L1_S14_Pooled_R1_001.fastq.gz,21Feb68_H01-L1_S15_Pooled_R1_001.fastq.gz
SLC39A12,2,4,3,1,2,4,5,0,4,15,0,30,5,67,1
SLC39A12-AS1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CACNB2,317,137,200,122,60,137,118,132,161,159,67,196,151,773,113
None,0,0,0,0,0,1,0,0,0,4,0,1,0,9,0
None,103,160,86,77,34,36,118,48,97,39,27,87,112,125,60
None,6,2,14,4,2,6,13,8,6,5,11,4,6,21,7
NSUN6,894,2195,827,1294,305,1351,1946,1360,855,493,362,789,1874,964,833
ARL5B,6072,19638,9304,12349,8015,14940,9303,16163,9559,552,9757,893,15972,250,9303
AIFM1P1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MALRD1,23,30,21,13,4,26,20,37,12,2,10,6,23,7,16
UBE2V2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGN1P20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,1,1,0,0,2,0,0,5,0,2
MTND2P16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RNU6-1212P,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PLXDC2,3097,3606,2647,2618,1019,2448,2272,2574,2761,2206,1213,629,3805,400,2885
None,1,1,3,0,1,1,3,1,4,1,3,0,3,8,12
AMD1P1,5,6,10,1,1,7,4,6,1,0,0,0,9,0,3
None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIR4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEBL,3045,6920,5105,7570,2641,6539,5000,7310,5329,5638,2990,13299,6260,4603,3188
MTND1P21,0,3,0,2,1,0,0,0,2,1,0,0,1,0,1
None,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
EIF4BP2,9,6,11,8,13,9,1,3,4,0,5,0,3,0,5
NPM1P30,0,0,0,1,1,0,3,1,2,0,1,0,0,1,4
None,1,6,1,2,2,1,7,2,1,0,2,0,1,1,6
NEBL-AS1,16,13,19,26,16,43,35,26,28,29,16,62,20,79,13
None,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
LUZP4P1,0,1,3,1,1,0,0,0,1,2,2,0,1,0,3
RNU6-15P,0,3,2,0,1,1,2,0,1,2,1,0,1,0,0
LINC02643,6,12,1,3,3,1,0,3,1,0,3,0,7,0,6
MRM3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR1915HG,1850,4778,989,731,323,1076,1853,1079,1081,119,393,171,2613,105,2849
MIR1915,19,7,4,0,0,0,1,1,5,0,2,1,2,0,7
SKIDA1,1411,563,894,235,249,478,596,473,1094,36,302,90,526,49,376
MLLT10,3796,9207,4016,5215,2849,5243,7039,5161,3188,802,3107,1366,6983,689,4229
RNU6-306P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPRP1,2,5,4,1,3,1,2,4,0,0,2,2,5,0,12
RNU6-1141P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC1,2984,8238,3103,5129,3255,4755,6363,5030,2132,1246,3363,1673,7555,1130,2975
RN7SKP219,0,0,1,0,1,0,2,1,1,0,0,0,1,0,2
None,0,4,3,0,3,5,5,3,3,2,0,4,5,4,15
RN7SKP37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ADIPOR1P1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBLN1,0,5,2,0,0,0,8,0,1,0,0,0,3,1,1
None,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1
PSME2P6,0,0,0,0,0,0,2,0,1,2,0,0,1,1,1
None,2,4,1,0,0,0,0,2,1,78,0,110,0,27,1
None,0,0,0,0,0,0,0,0,0,8,0,12,0,15,0
RPL31P45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD3,404,420,349,377,162,591,391,575,397,452,246,504,582,691,290
COMMD3-BMI1,1,2,1,3,0,0,1,0,0,0,1,0,1,0,1
BMI1,587,2036,674,1133,240,1376,972,1414,798,440,286,1101,1789,304,1445
None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0
SPAG6,20,186,27,48,17,53,166,63,36,16,23,10,116,14,53
None,0,1,0,0,0,0,1,0,1,2,0,0,0,0,2
PIP4K2A,7413,5090,9758,4326,2251,4548,1151,4437,5518,899,2286,1777,4470,1031,3176
None,1,0,2,1,4,0,0,0,2,2,2,0,0,0,11
RNU6-413P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMC3,66,21,66,25,16,41,5,48,54,4,21,29,22,51,27
RNA5SP304,0,0,0,0,1,0,0,1,0,3,0,2,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSRB2,962,1382,698,811,553,857,853,838,667,515,534,641,1073,1012,876
YWHAZP3,120,154,116,96,115,93,128,88,104,35,160,39,124,8,41
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTF1A,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0
None,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
C10orf67,4,2,2,3,1,2,0,0,1,2,0,1,0,18,1
C10orf67-AS1,3,0,3,2,2,2,2,1,3,4,3,3,0,6,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD1,241,426,405,397,441,515,611,460,404,918,513,686,354,300,240
KIAA1217,10919,17003,13990,11953,3985,11965,10495,12161,12333,443,4957,543,15478,313,10135
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP35P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,10,2,5,1,5,7,8,0,4,0,5,0,1,0,7
MIR603,0,3,1,0,0,2,0,0,2,0,1,0,1,0,10
None,28,51,52,40,40,67,28,53,37,0,89,0,62,0,205
ARHGAP21,7895,17959,10293,9584,7193,11350,8058,11307,7382,2267,7439,3018,15730,2899,10618
RNA5SP305,2,1,5,1,0,2,1,0,0,1,4,0,0,0,1
PRTFDC1,908,560,691,338,388,478,335,496,512,67,361,167,586,200,384
None,2,0,2,0,0,1,0,0,1,2,0,1,2,0,2
RN7SKP241,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
None,11,13,8,4,3,5,25,10,6,9,9,5,14,13,15
ENKUR,31,48,37,12,28,25,48,39,96,11,48,52,43,69,15
THNSL1,642,436,558,778,179,929,414,909,714,140,292,95,597,100,329
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01516,1,0,3,0,1,0,0,2,0,0,0,0,0,6,0
GPR158-AS1,0,0,0,0,0,0,1,1,2,0,0,0,0,5,0
GPR158,10,12,3,5,30,9,63,3,9,19,20,22,21,183,6
None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RN7SKP220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPN3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00836,2,1,0,0,0,0,0,0,0,2,0,4,0,18,1
HIRAP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RNA5SP306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-632P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
MYO3A,375,538,382,421,184,540,84,609,370,10,263,15,548,70,422
None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GAD2,0,1,2,0,1,2,6,1,2,15,0,43,2,182,2
APBB1IP,39,23,43,15,11,18,39,13,11,1384,12,124,19,117,19
RNA5SP307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC03028,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FAM238A,0,0,1,0,0,0,0,1,0,7,0,0,0,16,1
None,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
FAM238B,0,0,0,0,0,0,0,0,1,5,2,2,0,12,0
SELENOOLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,3,8,3,3,0,3,15,4,1,3,0,5,8,0,4
PDSS1,575,1529,393,828,218,741,1687,749,366,121,270,174,1243,100,675
HSPA8P3,5,3,1,2,3,5,10,8,1,0,3,1,1,0,3
None,1,1,2,1,1,0,1,1,0,0,3,0,1,0,2
ABI1,3336,12023,6329,7937,5656,10020,11276,9396,5750,1915,6311,2790,8479,1194,4129
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RNU6-946P,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1
None,57,38,88,106,129,106,23,121,129,112,140,54,45,679,27
None,4,8,12,16,18,15,6,9,7,0,19,0,6,0,2
ANKRD26,1395,3115,1186,2280,421,2491,2325,2700,1260,257,636,419,3435,309,1514
RNU6-490P,0,0,2,0,0,1,11,3,1,0,1,0,2,0,0
YME1L1,10555,18125,11573,17851,10104,16504,12892,16672,9803,3078,12231,4583,14160,1657,8688
MASTL,2444,3736,2103,1800,804,1886,1994,1871,2072,245,1140,279,3083,79,1674
RNU2-24P,0,0,1,0,1,1,1,0,5,0,0,1,0,0,0
ACBD5,1677,2642,2140,4397,2146,5111,2391,4991,2057,1315,2317,2041,2862,803,1600
RNU7-12P,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,2,1,1,0,0,0,11,3,4,3,2,0,0,1,2
LRRC37A6P,42,39,26,22,8,29,16,17,25,165,10,22,26,15,21
ODAD2P1,2,0,0,4,0,1,2,2,0,5,1,0,1,3,1
None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-666P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0
RNU6-452P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02673,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
FAM210CP,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0
TRIAP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0
RAB18,3623,5439,3387,4432,1883,5191,3252,5408,4632,1341,2720,2660,5387,798,2755
MKX,3,0,6,7,7,3,5,6,3,17,9,22,1,29,1
MKX-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RN7SKP132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODAD2,29,13,27,19,12,39,39,40,23,55,5,48,14,47,6
RPL36AP55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0
MRPS21P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP7,1502,4290,1536,2122,638,2443,2174,2657,1175,61,848,98,4270,122,2145
MIR8086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF101P1,0,3,0,0,0,0,1,1,0,1,0,0,2,7,0
U3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
LINC02652,2,4,1,0,0,0,0,0,0,0,0,0,3,0,2
RPSAP10,1,0,0,0,1,2,0,0,1,0,0,0,2,0,1
RN7SKP39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WAC-AS1,1051,1238,715,538,342,777,990,810,1258,453,369,687,1234,768,780
WAC,8701,34232,11994,17788,8173,17334,23419,18070,10635,4194,8976,6726,26907,2992,15354
RNU4ATAC6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRKBP1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RNU6-1067P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAMBI,4480,6211,5760,6919,2478,8316,8635,7789,4834,2539,2229,1395,4630,537,4004
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-270P,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
LINC00837,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
LINC01517,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,7,0,1,0,0,0,0,3,0
RNA5SP308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P93,4,0,1,3,5,2,5,1,4,1,1,2,0,4,1
LYZL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVIL-AS1,247,468,279,238,133,270,311,246,260,631,163,754,385,559,272
PTCHD3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVIL,14467,44304,19132,21611,8626,20921,14878,20695,16636,2383,9076,3368,34490,1879,24833
MIR604,0,5,11,2,1,3,1,2,4,0,7,0,2,0,21
SNORD115,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3
MIR938,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CKS1BP2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
RNU6-908P,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JCAD,4275,7647,5416,3564,3344,4996,4688,4878,4916,26030,3837,36587,6896,13280,4356
RNU6-598P,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EEF1A1P39,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
None,41,54,93,39,37,33,19,43,65,22,56,29,62,23,63
MTPAP,1514,3621,1668,3100,1255,3369,3768,3399,1613,476,1425,736,3055,318,2028
DNM1P17,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1
GOLGA2P6,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL241P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP1,1,1,0,0,0,0,0,0,1,0,0,0,4,0,2
None,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
CCND3P1,1,3,0,1,1,0,0,2,3,3,0,3,2,2,2
MAP3K8,1177,1326,2510,1812,1523,3430,1639,3159,2187,1145,1981,1602,1197,565,807
HNRNPA1P32,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0
RN7SL63P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LYZL2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0
None,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SVIL2P,57,175,74,90,30,83,49,88,67,22,33,13,130,7,142
LINC02644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF438,246,617,307,627,188,627,682,643,338,375,229,497,588,390,343
None,3,1,5,3,1,3,4,1,6,9,2,16,4,38,1
DDX10P1,4,2,3,1,4,4,7,7,6,5,4,2,1,4,5
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02664,0,0,0,1,1,0,0,0,0,43,0,52,0,71,0
ZEB1-AS1,199,448,180,230,159,443,521,409,423,248,224,366,386,181,223
RNA5SP309,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ZEB1,137,248,190,135,140,262,524,168,238,7137,145,12599,220,6382,80
SPTLC1P1,1,0,0,3,2,2,1,1,3,0,1,3,1,0,1
None,1,4,0,0,0,0,4,0,0,1,2,3,1,4,1
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACORIS,0,0,0,0,0,0,0,0,0,31,1,13,0,19,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP12,2376,3513,2903,3821,2833,4912,1979,4587,3254,1374,3491,2083,2394,754,1406
HMGB1P7,0,1,0,0,2,0,1,0,0,0,3,0,0,0,1
RPL34P19,1,0,0,0,0,0,0,0,1,2,2,0,1,0,1
RN7SL825P,1,2,0,0,3,1,3,1,0,1,0,0,0,0,1
KIF5B,12349,36993,12221,21564,11792,21751,18608,21791,12968,9065,14214,13561,27944,3743,14661
Y_RNA,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0
RPS4XP11,5,5,6,3,8,2,3,2,8,2,5,2,4,2,2
None,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-22P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP31,6,5,1,3,3,4,1,4,1,1,0,4,2,1,2
RPS24P13,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0
None,1,2,8,5,10,2,2,6,3,4,7,10,2,1,2
EPC1,1822,4579,2265,4305,1419,4581,6314,4539,1583,1279,1677,1815,3828,1025,2805
None,1,1,1,3,1,1,1,1,2,1,1,0,1,0,2
None,2,0,2,2,3,1,2,3,1,2,4,1,0,3,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPC1-AS1,4,2,2,2,1,1,1,1,3,1,3,0,1,0,1
RNU6-1244P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC7,66,73,81,130,56,123,90,183,69,76,38,102,108,43,69
C1DP1,3,2,2,4,1,2,2,1,2,0,3,20,0,1,2
None,0,1,0,0,0,2,0,5,1,0,0,0,1,0,0
None,10,22,14,29,5,29,7,11,28,36,6,51,31,37,22
None,153,106,129,37,138,39,115,20,80,60,74,60,83,83,76
ITGB1,34353,51130,39540,28384,35509,33745,33735,31074,36697,17001,40743,20839,37736,6102,16160
AK3P5,9,13,23,13,41,33,21,17,10,0,53,0,14,0,14
ITGB1-DT,16,47,18,20,13,42,107,20,47,1,24,1,34,1,16
MTND4LP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL847P,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP53,2,3,6,1,1,3,0,2,1,0,5,0,0,0,1
IATPR,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0
None,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
NRP1,2670,3204,2145,2389,1217,2593,1915,2770,2015,5691,1430,6479,2490,1355,2358
None,2,1,4,4,0,3,3,1,1,1,4,2,1,0,2
RN7SL398P,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
None,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LINC02628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02629,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0
PARD3,4359,9708,5883,7449,3820,8743,9128,8150,4559,1319,4315,1593,8070,1239,4940
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ELOBP4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
RPL37P18,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
RPS12P16,0,0,0,1,1,0,0,2,0,0,1,0,0,0,4
PARD3-DT,16,5,7,2,3,7,4,6,16,11,3,20,5,36,3
SS18L2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-847P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-193P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX2P2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
CUL2,3572,5640,3913,6161,2365,7268,4574,6814,3704,903,3088,1311,5160,506,2691
MIR3611,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
None,1,1,2,1,0,1,2,1,1,1,1,4,2,4,0
CREM,1027,2127,1104,1797,799,1558,1380,1587,1118,862,978,1184,1737,867,990
RNU7-77P,1,0,1,0,0,1,0,0,0,2,0,1,1,11,0
ATP6V1G1P4,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3
None,9,22,21,15,10,16,16,21,25,12,5,13,23,9,14
LINC02634,0,0,1,0,0,0,0,2,0,3,0,2,0,6,0
RNU6-794P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CCNY,4418,6640,5210,5597,4811,6384,6680,6503,5212,3415,4847,5720,5875,2081,4107
RNU6-1167P,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCNY-AS1,100,67,58,20,68,50,56,40,94,41,67,87,63,157,68
GJD4,3,1,0,2,0,0,0,0,0,0,1,2,0,7,2
None,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
FZD8,1826,5465,1552,1484,1026,1684,1734,1435,1631,257,999,576,3270,485,3876
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P37,2,2,1,1,1,0,0,0,3,0,1,0,0,0,2
PCAT5,0,2,0,0,1,0,1,0,0,1,0,0,0,2,0
LINC02630,1,14,1,0,1,1,1,1,1,0,0,0,3,0,10
None,1,3,0,0,0,0,0,0,1,0,0,0,2,0,1
MTND5P17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MTND4P18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMPTP1,139,356,470,890,402,1048,386,903,210,167,553,590,303,105,103
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKNK2P1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARL6IP1P2,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0
ANKRD30A,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0
RNU6-811P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL314P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM161BP1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
VN1R53P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACC1P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTND1P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,0,0,0,0,0,0,1,0,1,21
None,2,11,2,14,3,22,2,16,9,5,1,12,10,5,2
ZNF248,1003,465,682,674,191,909,595,1074,1026,806,278,693,603,1204,332
None,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0
ZNF33BP1,2,1,0,1,1,1,0,2,7,2,4,0,0,4,3
TLK2P2,4,3,6,1,5,4,1,3,9,2,3,3,2,2,4
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,4,2,0,1,1,2,5,0,5,6,1,8,1,4,1
ZNF37CP,1,0,1,0,0,0,0,0,1,1,1,1,0,7,0
ZNF33CP,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ZNF25,136,52,177,198,163,255,69,291,179,678,233,1058,77,899,41
ZNF25-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF33A,4136,4996,3585,5817,1347,7013,2731,7338,5095,1309,1890,2031,5109,1000,3392
RNU6-795P,1,0,1,0,0,1,1,1,3,0,0,0,0,0,2
None,2,0,0,0,3,0,0,1,4,0,0,0,0,0,0
EIF3LP3,4,0,2,5,4,6,0,2,5,1,2,1,4,4,2
FXYD6P2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZNF37A,1586,2689,857,1719,350,1277,1283,1439,1943,1004,462,1343,2174,680,1759
None,50,20,38,57,43,24,23,51,132,8,36,31,31,73,19
None,2,0,0,2,1,1,0,2,2,8,3,9,0,41,0
None,0,0,1,2,3,0,0,4,2,0,3,0,0,0,0
CCNYL4,4,1,5,1,0,4,0,1,3,0,0,2,0,4,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B7P2,249,295,405,477,278,530,628,491,221,126,325,108,280,166,128
SEPTIN7P9,13,4,9,3,7,14,4,3,12,6,11,9,3,38,2
RNU6-1118P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,16,24,13,30,29,19,29,22,23,1,20,1,13,18,20
None,4,7,7,9,2,14,11,8,4,1,8,4,4,5,5
None,27,19,10,23,14,26,34,29,25,22,21,14,15,42,20
CICP9,0,0,1,3,0,0,0,0,1,0,2,1,0,0,0
None,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
ABCD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PABPC1P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLC9B1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEK2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSR1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR10-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
PABPC1P8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,1,0,0,1,0,1,65,1,136,0,50,0
CCNYL2,0,0,0,0,0,0,0,0,1,1,0,4,0,3,0
